,id,href,name_rus,name_eng,rating,rating_count,critics_rating,imdb_rating,imdb_rating_count,year,duration,genres,countries
34505,9281,/film/9281/,Процесс,The Trial,6.832999999999999,1423.0,33,6.0,1939,1992,120,"драма,триллер",Великобритания
34506,18500,/film/sirena-missisipi-1969-18500/,Сирена «Миссисипи»,La sirène du Mississipi,7.056,873.0,87,7.2,4880,1969,122,"драма,мелодрама,криминал","Франция,Италия"
34512,817580,/film/samba-2014-817580/,Самба,Samba,6.551,10227.0,61,6.7,11947,2014,119,"драма,мелодрама,комедия",Франция
34513,694847,/film/694847/,Кровавый ледник,Blutgletscher,5.103,803.0,42,5.4,2902,2013,98,ужасы,Австрия
34522,981957,/film/981957/,Тебя никогда здесь не было,You Were Never Really Here,6.622000000000001,19790.0,89,6.9,49929,2017,89,"драма,криминал,детектив,триллер","Франция,Великобритания,США"
34523,335480,/film/mir-na-provode-1973-335480/,Мир на проводе ,Welt am Draht,7.44,399.0,100,7.9,4201,1973,212,"фантастика,криминал",Германия (ФРГ)
34532,844923,/film/844923/,Мандарин,Tangerine,6.82,1102.0,97,7.1,19419,2015,88,"драма,криминал,комедия",США
34537,856339,/film/856339/,Монстры существуют,The Monster,4.92,1022.0,80,5.4,11215,2015,91,"драма,ужасы,фэнтези",США
34538,470182,/film/bridzhit-dzhons-3-2016-470182/,Бриджит Джонс 3,Bridget Jones's Baby,6.642,29396.0,78,6.6,53490,2016,118,"мелодрама,комедия","Франция,Великобритания,США,Китай"
34543,78444,/film/zdravozakhoronenie-2007-78444/,Здравозахоронение,Sicko,7.921,4431.0,92,8.0,69412,2007,123,"драма,документальный",США
34545,56875,/film/56875/,Чувство,Senso,6.882000000000001,714.0,85,7.7,4892,1954,123,"драма,мелодрама,история,военный",Италия
34550,84047,/film/84047/,Вся королевская рать,All the King's Men,6.532,3685.0,11,6.2,22023,2006,128,"драма,триллер","Германия,США"
34555,729,/film/729/,История рыцаря,A Knight's Tale,7.76,55452.0,58,6.9,147008,2001,132,"боевик,мелодрама,комедия",США
34564,529896,/film/devushki-v-opasnosti-2011-529896/,Девушки в опасности,Damsels in Distress,5.7620000000000005,1051.0,75,5.7,8165,2011,99,"драма,мелодрама,комедия",США
34567,262420,/film/paranoid-park-2007-262420/,Параноид парк,Paranoid Park,6.473,7424.0,76,6.7,26657,2007,85,"драма,детектив,криминал","Франция,США"
34572,12402,/film/luchshie-plany-1999-12402/,Лучшие планы,Best Laid Plans,6.461,649.0,43,6.2,6586,1999,92,"драма,криминал,триллер",США
34573,56160,/film/dyavoly-u-poroga-2000-56160/,Дьяволы у порога,Guizi lai le,7.4079999999999995,370.0,90,8.3,5729,2000,139,"драма,военный,комедия",Китай
34577,975286,/film/molodoy-godar-2017-975286/,Молодой Годар,Le Redoutable,6.789,2198.0,54,6.7,2961,2017,107,"драма,биография,мелодрама,комедия",Франция
34578,496,/film/osoboe-mnenie-2002-496/,Особое мнение,Minority Report,7.749,108037.0,91,7.7,455639,2002,145,"триллер,боевик,драма,фантастика,приключения,детектив,криминал",США
34584,11517,/film/11517/,Придорожное заведение,Red Rock West,7.117999999999999,3649.0,95,7.0,17196,1992,95,"драма,криминал,триллер",США
34595,666731,/film/666731/,Страсти Дон Жуана,Don Jon,6.129,48967.0,80,6.6,207228,2013,90,"драма,мелодрама,комедия",США
34604,8831,/film/8831/,Гори все огнем,"This World, Then the Fireworks",6.289,109.0,43,5.2,985,1997,100,"драма,криминал,триллер",США
34607,517,/film/517/,Всё о моей матери,Todo sobre mi madre,7.792999999999999,17643.0,98,7.9,78586,1999,101,драма,"Франция,Испания"
34608,2544,/film/v-poiskakh-galaktiki-1999-2544/,В поисках галактики,Galaxy Quest,7.14,9979.0,90,7.3,130612,1999,102,"приключения,фантастика,комедия",США
34610,2209,/film/2209/,Вертикальный предел,Vertical Limit,7.107,16910.0,48,5.9,53271,2000,124,"боевик,драма,приключения,триллер","Германия,США"
34611,404232,/film/vse-samoe-luchshee-2009-404232/,Все самое лучшее,All Good Things,6.455,15752.0,34,6.3,47249,2009,101,"триллер,драма,мелодрама,детектив,криминал",США
34616,50534,/film/ong-bak-2003-50534/,Онг Бак,Ong-bak,7.428,13515.0,86,7.2,65084,2003,108,"боевик,криминал,триллер",Таиланд
34620,56653,/film/56653/,Германия осенью,Deutschland im Herbst,7.43,185.0,88,7.0,992,1978,123,"драма,документальный",Германия (ФРГ)
34627,77859,/film/77859/,Отель «Руанда»,Hotel Rwanda,7.849,19201.0,91,8.1,288076,2004,121,"драма,биография,история,военный","ЮАР,Великобритания,Италия"
34628,81372,/film/duel-1972-81372/,Дуэль ,Duel,7.617999999999999,6382.0,88,7.7,53189,1972,89,"боевик,триллер",США
34631,79968,/film/ya-lyublyu-tebya-2004-79968/,Я люблю тебя,,6.0760000000000005,754.0,33,6.5,821,2004,83,"мелодрама,комедия",Россия
34633,787592,/film/pererostki-na-krayu-sveta-2014-787592/,Переростки на краю света,The Inbetweeners 2,5.688,990.0,69,6.4,35951,2014,92,комедия,Великобритания
34635,21375,/film/21375/,Очаровательная проказница,La belle noiseuse,7.526,1659.0,100,7.8,5450,1991,240,драма,"Швейцария,Франция"
34636,4076,/film/malchishnik-1984-4076/,Мальчишник,Bachelor Party,7.023,4132.0,54,6.3,31172,1984,105,комедия,США
34638,51284,/film/buki-1981-51284/,Буки,The Boogens,5.5329999999999995,123.0,33,5.6,1844,1981,95,ужасы,США
34640,63873,/film/63873/,Годзилла,Gojira,6.827999999999999,3365.0,93,7.6,22920,1954,96,"драма,триллер,фантастика,ужасы",Япония
34641,441432,/film/tayna-krasnoy-planety-2011-441432/,Тайна красной планеты,Mars Needs Moms,6.13,10536.0,37,5.4,19042,2011,88,"приключения,мультфильм,фантастика,семейный",США
34651,21325,/film/21325/,Шпик,Un flic,7.153,847.0,78,7.1,6303,1972,98,"криминал,триллер","Франция,Италия"
34654,717765,/film/717765/,Исправленный вариант,The Rewrite,6.348,664.0,66,6.2,15360,2014,107,"мелодрама,комедия",США
34657,3337,/film/3337/,Дружеское увещевание,Friendly Persuasion,6.95,347.0,88,7.4,5537,1956,137,"драма,мелодрама,вестерн,военный",США
34664,688777,/film/688777/,День драфта,Draft Day,6.8,2845.0,60,6.8,45903,2014,110,"драма,спорт",США
34667,808,/film/novichok-2002-808/,Новичок,The Rookie,7.153,778.0,84,7.0,28818,2002,127,"драма,семейный,спорт",США
34670,4547,/film/4547/,Одиночки,Singles,7.047000000000001,1912.0,79,6.7,24768,1992,99,"драма,мелодрама,комедия",США
34672,848,/film/superpolitseyskie-2001-848/,Суперполицейские,Super Troopers,6.127000000000001,1140.0,35,7.1,81286,2001,100,"детектив,криминал,комедия",США
34674,279160,/film/geneticheskaya-opera-2008-279160/,Генетическая опера,Repo! The Genetic Opera,7.3,10261.0,37,6.7,21713,2008,97,"драма,фантастика,ужасы,мюзикл,триллер",США
34676,455561,/film/455561/,Смерть в любви,Death in Love,5.4879999999999995,163.0,47,5.0,889,2008,97,"драма,мелодрама,военный",США
34677,576866,/film/krayniy-srok-2012-576866/,Крайний срок,Deadline,5.071000000000001,69.0,0,4.9,391,2012,95,"драма,детектив,триллер",США
34682,263310,/film/severnaya-stena-2008-263310/,Северная стена,Nordwand,7.617999999999999,4523.0,84,7.4,12527,2008,126,"история,драма,биография,спорт,приключения","Швейцария,Германия,Австрия"
34687,849113,/film/849113/,В Гонконге уже завтра,Already Tomorrow in Hong Kong,6.752000000000001,773.0,76,6.5,4186,2015,78,"мелодрама,комедия","Гонконг,США"
34688,911090,/film/dikie-predki-2018-911090/,Дикие предки,Early Man,6.401,2625.0,82,6.1,12417,2018,89,мультфильм,"Франция,Великобритания"
34691,985934,/film/dorogoy-diktator-2017-985934/,Дорогой диктатор,Coup d'Etat,4.982,912.0,17,5.3,3331,2017,90,комедия,США
34693,825086,/film/greshniki-i-pravedniki-2016-825086/,Грешники и праведники,Outlaws and Angels,5.32,359.0,29,5.4,2298,2016,120,"боевик,драма,вестерн,приключения,триллер",США
34695,16916,/film/blesk-2002-16916/,Блеск,Luster,5.693,128.0,50,5.4,1061,2002,92,"драма,комедия",США
34696,712,/film/bessonnitsa-2002-712/,Бессонница,Insomnia,7.42,55484.0,92,7.2,240015,2002,118,"драма,детектив,триллер","Канада,США"
34697,807226,/film/afera-po-angliyski-2015-807226/,Афера по-английски,Trespass Against Us,5.546,3696.0,57,5.9,4683,2015,99,"драма,криминал",Великобритания
34699,42193,/film/42193/,Такси-блюз,,7.763999999999999,5349.0,80,7.5,1372,1990,110,"драма,комедия","СССР,Франция"
34708,786212,/film/rich-khill-2014-786212/,Рич Хилл,Rich Hill,5.875,73.0,85,7.2,2065,2014,91,"драма,биография,семейный,документальный",США
34714,4214,/film/posledniy-naryad-1973-4214/,Последний наряд,The Last Detail,7.614,2188.0,93,7.6,18520,1973,104,"драма,комедия",США
34716,585042,/film/odnazhdy-v-anatolii-2011-585042/,Однажды в Анатолии,Bir Zamanlar Anadolu'da,6.728,1753.0,92,7.8,32551,2011,157,"драма,криминал","Турция,Босния и Герцеговина"
34721,879,/film/879/,Что скрывает ложь,What Lies Beneath,7.09,22921.0,46,6.6,103886,2000,125,"драма,ужасы,фэнтези,детектив,триллер",США
34724,10927,/film/10927/,Подмена,Switch,7.354,4914.0,33,5.7,7487,1991,103,"фэнтези,комедия",США
34725,432724,/film/gadkiy-ya-2010-432724/,Гадкий я,Despicable Me,7.745,133700.0,81,7.7,435646,2010,95,"семейный,фэнтези,приключения,мультфильм,комедия","Франция,США"
34728,71076,/film/temnaya-voda-2005-71076/,Темная вода,Dark Water,6.12,14785.0,47,5.6,53357,2005,105,"драма,триллер,ужасы",США
34731,681679,/film/681679/,Особо тяжкое преступление,Felony,6.064,638.0,72,6.1,3955,2013,105,триллер,"Австралия,США"
34738,26781,/film/26781/,Карусель,La ronde,6.87,275.0,100,7.7,4112,1950,93,"драма,мелодрама",Франция
34740,82424,/film/steklyannoe-serdtse-1976-82424/,Стеклянное сердце,Herz aus Glas,7.232,778.0,90,7.1,4652,1976,94,драма,Германия (ФРГ)
34742,195563,/film/195563/,1408,1408,7.7010000000000005,139725.0,79,6.8,231776,2007,104,"триллер,ужасы",США
34744,827,/film/827/,Любовь зла,Shallow Hal,6.987,16237.0,50,5.9,117420,2001,109,"драма,мелодрама,фэнтези,комедия","Германия,США"
34746,1616,/film/sosedi-po-komnate-1995-1616/,Соседи по комнате,Roommates,6.689,190.0,29,6.4,1576,1995,108,"драма,комедия",США
34750,428709,/film/428709/,Три икса: Мировое господство,xXx: Return of Xander Cage,5.303999999999999,31992.0,47,5.2,70406,2016,110,"боевик,приключения,триллер","Канада,США,Китай"
34753,763,/film/763/,Мой пёс Скип,My Dog Skip,7.7620000000000005,1624.0,73,7.0,17471,1999,95,"драма,спорт,семейный,комедия",США
34758,799533,/film/799533/,Ужин,The Dinner,4.834,1751.0,44,4.5,5989,2017,120,"драма,криминал,триллер",США
34760,38310,/film/parizh-prinadlezhit-nam-1958-38310/,Париж принадлежит нам,Paris nous appartient,6.778,269.0,89,6.9,1613,1958,141,детектив,Франция
34761,794240,/film/pustynya-2015-794240/,Пустыня,Desierto,5.89,602.0,61,6.0,7147,2015,88,"драма,триллер","Франция,Мексика"
34763,415010,/film/segodnya-v-menyu-2009-415010/,Сегодня в меню,Today's Special,6.303,191.0,81,6.6,5294,2009,99,комедия,США
34766,276732,/film/zachem-my-zhenimsya-2007-276732/,Зачем мы женимся?,Why Did I Get Married?,7.001,794.0,46,5.7,10326,2007,113,"драма,комедия",США
34767,4276,/film/vinoven-vne-podozreniy-1993-4276/,Виновен вне подозрений,Guilty as Sin,6.522,474.0,38,5.6,3951,1993,107,"драма,криминал,триллер",США
34768,395775,/film/395775/,44 дюйма,44 Inch Chest,5.76,434.0,40,5.8,6176,2009,95,"драма,криминал",Великобритания
34769,1005852,/film/dikaya-zhizn-2018-1005852/,Дикая жизнь,Wildlife,7.308,2236.0,93,7.3,2046,2018,105,драма,США
34774,78170,/film/dom-letayushchikh-kinzhalov-2004-78170/,Дом летающих кинжалов,Shi mian mai fu,7.746,33042.0,88,7.6,99894,2004,119,"боевик,драма,приключения,мелодрама","Гонконг,Китай"
34777,801,/film/801/,Обитель зла,Resident Evil,7.535,113759.0,34,6.7,220192,2002,100,"боевик,фантастика,ужасы","Германия,США"
34781,596251,/film/596251/,Идеальный голос,Pitch Perfect,7.156000000000001,29987.0,80,7.2,232913,2012,112,"музыка,мелодрама,комедия",США
34784,735174,/film/poznat-neizvedannoe-2016-735174/,Познать неизведанное,Approaching the Unknown,4.755,727.0,45,4.8,5803,2016,90,"драма,фантастика,триллер",США
34786,13780,/film/otets-nevesty-1950-13780/,Отец невесты,Father of the Bride,7.335,725.0,93,7.2,8733,1950,92,"мелодрама,комедия",США
34788,853077,/film/853077/,Космос,Cosmos,5.832000000000001,378.0,80,5.9,1195,2015,103,драма,"Португалия,Франция"
34790,47125,/film/47125/,Прибежище дракона,Bu san,6.546,317.0,80,7.1,3215,2003,82,"драма,комедия",Тайвань
34791,4488,/film/uskolzayushchaya-krasota-1995-4488/,Ускользающая красота,Stealing Beauty,7.402,14387.0,53,6.6,22520,1995,118,"драма,детектив,мелодрама","Франция,Великобритания,Италия"
34793,12191,/film/12191/,Молли,Molly,6.641,300.0,14,5.8,2421,1999,102,"драма,мелодрама,комедия",США
34794,22637,/film/22637/,Одинокий волк МакКуэйд,Lone Wolf McQuade,7.032,2480.0,67,6.4,9061,1983,107,"триллер,боевик,драма,мелодрама,вестерн,криминал",США
34801,19301,/film/19301/,Сёстры,Sisters,6.778,902.0,85,7.0,12103,1972,93,"ужасы,триллер",США
34802,251733,/film/251733/,Аватар,Avatar,7.944,358437.0,83,7.8,985107,2009,162,"боевик,драма,приключения,фантастика","Великобритания,США"
34804,577764,/film/vozlyublennye-2011-577764/,Возлюбленные,Les bien-aimés,6.696000000000001,1658.0,55,6.2,2023,2011,145,"драма,мелодрама,мюзикл","Чехия,Франция,Великобритания"
34807,975249,/film/975249/,"Здравствуй, папа, Новый год! 2",Daddy's Home 2,6.269,16032.0,19,6.0,39985,2017,100,комедия,США
34808,397229,/film/397229/,Карантин,Quarantine,6.269,17473.0,57,6.0,62498,2008,89,"триллер,ужасы",США
34809,898,/film/betmen-vozvrashhaetsya-1992-898/,Бэтмен возвращается,Batman Returns,7.433,47905.0,80,7.0,240651,1992,126,"боевик,фантастика","Великобритания,США"
34810,52509,/film/52509/,Открытые сердца,Elsker dig for evigt,7.322,2134.0,95,7.6,8687,2002,113,"драма,мелодрама",Дания
34813,278206,/film/dobro-pozhalovat-v-leykvyu-2008-278206/,Добро пожаловать в Лэйквью!,Lakeview Terrace,6.652,5795.0,45,6.1,43875,2008,106,"драма,криминал,триллер",США
34816,8015,/film/8015/,Марси Икс,Marci X,4.819,141.0,8,2.8,4745,2003,84,"музыка,комедия","Германия,США"
34820,77593,/film/77593/,Стелс,Stealth,5.961,9940.0,13,5.0,47997,2005,121,"боевик,приключения,фантастика,триллер",США
34822,424266,/film/kniga-ilaya-2009-424266/,Книга Илая,The Book of Eli,7.142,105261.0,48,6.9,253934,2009,117,"боевик,драма,приключения,триллер",США
34825,9637,/film/9637/,Прощальные взгляды,Parting Glances,6.19,116.0,86,7.7,2429,1986,90,"драма,музыка,мелодрама",США
34828,11180,/film/parizh-kogda-tam-zhara-1964-11180/,"Париж, когда там жара",Paris - When It Sizzles,7.111000000000001,1984.0,57,6.4,6646,1964,110,"мелодрама,комедия",США
34829,3668,/film/nindzya-serfery-1993-3668/,Ниндзя серферы,Surf Ninjas,5.327999999999999,770.0,11,5.0,6781,1993,87,"семейный,боевик,спорт,приключения,комедия",США
34832,6371,/film/6371/,Сила веры,Leap of Faith,7.046,780.0,60,6.1,10803,1992,108,"драма,мелодрама,комедия",США
34835,8065,/film/8065/,Кот,The Cat in the Hat,4.575,9104.0,10,3.8,41465,2003,82,"приключения,семейный,фэнтези,комедия",США
34838,35152,/film/montenegro-1981-35152/,Монтенегро,Montenegro,6.757999999999999,194.0,93,6.8,1698,1981,98,"драма,комедия","Швеция,Великобритания"
34843,7180,/film/sygray-eto-eshche-raz-sem-1972-7180/,"Сыграй это еще раз, Сэм!","Play It Again, Sam",7.803999999999999,2447.0,97,7.7,22190,1972,85,"мелодрама,комедия",США
34849,577648,/film/ekzamen-dlya-dvoikh-2013-577648/,Экзамен для двоих,Admission,5.767,5056.0,39,5.7,30830,2013,107,"драма,мелодрама,комедия",США
34852,14139,/film/14139/,Поезд,The Train,7.582000000000001,511.0,100,7.9,11735,1964,133,"военный,триллер","Франция,США,Италия"
34856,5629,/film/5629/,Полицейская академия 7: Миссия в Москве,Police Academy: Mission to Moscow,5.127999999999999,11207.0,0,3.4,27489,1994,83,"криминал,комедия",США
34858,161066,/film/madagaskar-2-2008-161066/,Мадагаскар 2,Madagascar: Escape 2 Africa,7.601,98136.0,63,6.7,168233,2008,89,"приключения,мультфильм,семейный,комедия",США
34859,111718,/film/grbavitsa-2006-111718/,Грбавица,Grbavica,6.789,527.0,98,7.3,5391,2006,90,драма,"Германия,Босния и Герцеговина,Хорватия,Австрия"
34860,648441,/film/648441/,Вспоминая 1942,Yi jiu si er,6.746,738.0,36,6.9,2583,2012,146,драма,Китай
34863,47811,/film/47811/,Спящий лагерь 2,Sleepaway Camp II: Unhappy Campers,5.5729999999999995,677.0,38,5.8,7941,1988,80,"ужасы,триллер,комедия",США
34864,259607,/film/259607/,Как на ладони,Towelhead,6.5920000000000005,752.0,49,7.0,10696,2007,124,драма,США
34867,2858,/film/sakhar-i-perets-2001-2858/,Сахар и перец,Sugar & Spice,5.023,1476.0,28,5.6,12070,2001,81,"криминал,комедия",США
34868,19297,/film/19297/,Мир будущего,Futureworld,5.855,463.0,33,5.8,8056,1976,108,"фантастика,триллер",США
34872,194715,/film/194715/,Мистер Сардоникус,Mr. Sardonicus,6.149,148.0,33,6.7,1913,1961,89,"драма,детектив,ужасы",США
34880,41895,/film/41895/,Нулевой день,Zero Day,6.893,322.0,68,7.4,3118,2003,92,драма,США
34883,139048,/film/krovavo-krasnoe-1975-139048/,Кроваво-красное,Profondo rosso,7.209,2609.0,96,7.7,25199,1975,127,"триллер,детектив,ужасы",Италия
34884,603731,/film/603731/,Запретная зона,Chernobyl Diaries,5.04,25282.0,17,5.0,55869,2012,86,"триллер,детектив,ужасы",США
34885,252255,/film/252255/,Выход на посадку,Boarding Gate,5.01,351.0,31,5.1,3006,2007,102,"драма,триллер","Люксембург,Франция"
34892,87178,/film/napryagi-izviliny-2008-87178/,Напряги извилины,Get Smart,6.751,35743.0,50,6.5,185011,2008,110,"боевик,приключения,комедия","Канада,США"
34894,1048767,/film/1048767/,Выжившая,Revenge,5.6610000000000005,2277.0,92,6.3,18771,2017,108,"боевик,криминал,триллер","Франция,Бельгия"
34898,4802,/film/molodye-papashi-2003-4802/,Молодые папаши,My Baby's Daddy,5.808,1098.0,4,4.5,3267,2003,86,комедия,США
34899,1067,/film/1067/,Площадка,The Sandlot,6.937,375.0,57,7.8,66036,1993,101,"драма,спорт,семейный,комедия",США
34903,268542,/film/gorod-nasiliya-2006-268542/,Город насилия,Jjakpae,6.245,267.0,100,6.7,3858,2006,92,"боевик,драма,криминал",Корея Южная
34916,916824,/film/pustota-2016-916824/,Пустота,The Void,5.627999999999999,3070.0,76,5.8,17452,2016,90,"детектив,фантастика,ужасы",Канада
34922,12840,/film/u-podnozhiya-vulkana-1984-12840/,У подножия вулкана,Under the Volcano,6.675,133.0,75,7.1,4099,1984,112,драма,"США,Мексика"
34924,470268,/film/voron-2011-470268/,Ворон,The Raven,7.028,47853.0,22,6.4,78392,2011,110,"детектив,криминал,триллер","Венгрия,Сербия,Испания,США"
34927,222496,/film/gorod-zhivykh-mertvecov-1980-222496/,Город живых мертвецов,Paura nella città dei morti viventi,6.577000000000001,1520.0,50,6.3,13132,1980,93,ужасы,Италия
34933,550810,/film/podari-mne-ubezhishche-2013-550810/,Подари мне убежище,Gimme Shelter,6.57,615.0,27,6.5,7122,2013,100,драма,США
34937,1698,/film/doktor-1991-1698/,Доктор,The Doctor,7.422000000000001,220.0,87,6.9,4413,1991,122,драма,США
34947,6643,/film/6643/,Доктор Живаго,Doctor Zhivago,7.167999999999999,2735.0,82,8.0,61443,1965,197,"драма,мелодрама,военный","Великобритания,США,Италия"
34949,8033,/film/8033/,Другой мир,Underworld,7.541,82987.0,31,7.0,230276,2003,133,"боевик,триллер,фэнтези","Венгрия,Германия,Великобритания,США"
34951,468223,/film/468223/,Девушка и смерть,,6.8020000000000005,2884.0,31,6.4,619,2012,127,драма,"Россия,Германия,Нидерланды"
34954,7293,/film/7293/,Существо,The Entity,6.537999999999999,930.0,70,6.6,12542,1981,125,"ужасы,фантастика,триллер",США
34957,3661,/film/3661/,Летите домой,Fly Away Home,7.64,668.0,87,6.8,21115,1996,107,"драма,приключения,семейный",США
34958,197739,/film/197739/,Джодха и Акбар,Jodhaa Akbar,8.195,3511.0,79,7.6,23640,2008,213,"история,боевик,драма,биография,мелодрама,мюзикл,приключения",Индия
34964,6710,/film/meri-rayli-1996-6710/,Мэри Райли,Mary Reilly,6.8020000000000005,2192.0,26,5.8,12666,1996,104,"драма,триллер","Великобритания,США"
34965,77702,/film/sorok-ottenkov-grusti-2004-77702/,Сорок оттенков грусти,Forty Shades of Blue,5.687,285.0,59,6.0,1161,2004,108,"драма,музыка,мелодрама",США
34971,463046,/film/otlichnitsa-lyogkogo-povedeniya-2010-463046/,Отличница лёгкого поведения,Easy A,6.895,96813.0,85,7.1,313106,2010,92,"драма,мелодрама,комедия",США
34973,3842,/film/istoriya-zolushki-2004-3842/,История Золушки,A Cinderella Story,6.894,35870.0,11,5.9,70932,2004,95,"мелодрама,семейный,комедия","Канада,США"
34974,855962,/film/top-model-2016-855962/,Топ-модель,The Model,5.716,5257.0,71,5.8,2349,2016,105,мелодрама,Дания
34976,580708,/film/istrebitel-zombi-2011-580708/,Истребитель зомби,Juan de los muertos,5.899,2668.0,80,6.5,8503,2011,92,"боевик,ужасы,комедия","Испания,Куба"
34978,18839,/film/18839/,Вампиреныш,The Little Vampire,6.301,1303.0,55,5.8,8284,2000,95,"приключения,семейный,фэнтези,комедия","Германия,Нидерланды,США"
34979,841813,/film/841813/,Защитники,,3.04,49168.0,30,4.0,9073,2017,89,"боевик,приключения,фантастика,фэнтези",Россия
34980,21858,/film/vedma-iz-bler-2-kniga-teney-2000-21858/,Ведьма из Блэр 2: Книга теней,Book of Shadows: Blair Witch 2,5.0969999999999995,5100.0,14,4.0,31747,2000,90,"ужасы,фэнтези,приключения,детектив,триллер",США
34983,9747,/film/9747/,Зима приносит смерть,Winter Kills,5.709,114.0,87,6.3,1696,1979,97,"драма,детектив,триллер,комедия",США
34986,726753,/film/726753/,Обитель зла: Последняя глава,Resident Evil: The Final Chapter,5.437,33416.0,38,5.6,65776,2016,107,"боевик,триллер,фантастика,ужасы","ЮАР,Япония,Германия,Франция,Великобритания,США,Канада,Австралия"
34992,860537,/film/860537/,Ужасающий,Terrifier,5.935,806.0,70,5.6,6084,2016,82,"триллер,ужасы",США
34994,8083,/film/8083/,Труппа,The Company,5.851,467.0,72,6.4,5770,2003,112,"драма,музыка,мелодрама","Германия,США"
34996,14494,/film/vor-i-sapozhnik-1993-14494/,Вор и сапожник,The Thief and the Cobbler,6.433,380.0,50,7.1,2905,1993,90,"семейный,боевик,мюзикл,фэнтези,приключения,мультфильм,комедия","Канада,Великобритания,США"
34998,195223,/film/195223/,Как украсть небоскреб,Tower Heist,6.7010000000000005,63252.0,67,6.2,119849,2011,104,"боевик,криминал,комедия",США
35002,9935,/film/9935/,Майами Блюз,Miami Blues,6.421,623.0,81,6.4,6645,1989,97,"драма,криминал,триллер,комедия",США
35003,21856,/film/barselona-1994-21856/,Барселона,Barcelona,6.144,170.0,82,7.0,4937,1994,101,"драма,мелодрама,комедия",США
35005,65142,/film/povrezhdenie-mozga-1987-65142/,Повреждение мозга,Brain Damage,6.146,604.0,69,6.7,7112,1987,86,"ужасы,комедия",США
35007,397671,/film/397671/,Суррогаты,Surrogates,6.901,93274.0,38,6.3,159348,2009,85,"боевик,фантастика,триллер",США
35009,3452,/film/general-1998-3452/,Генерал,The General,7.17,1359.0,81,7.3,7179,1998,124,"драма,биография,криминал,триллер","Ирландия,Великобритания"
35012,261843,/film/261843/,Рукопожатие с Дьяволом,Shake Hands with the Devil,6.999,474.0,55,7.7,2876,2007,112,"драма,история,военный",Канада
35014,803422,/film/pele-rozhdenie-legendy-2015-803422/,Пеле: Рождение легенды,Pelé: Birth of a Legend,7.528,13312.0,30,7.2,11061,2015,107,"драма,биография,спорт",США
35019,601075,/film/601075/,Развод в большом городе,What Maisie Knew,7.3020000000000005,4869.0,86,7.5,23615,2012,99,драма,США
35020,610013,/film/610013/,Синий каприз,Blue Caprice,5.871,487.0,84,6.0,5004,2013,93,"драма,биография,криминал",США
35022,80754,/film/khirosima-moya-lyubov-1959-80754/,"Хиросима, моя любовь",Hiroshima mon amour,8.068,6216.0,100,8.0,23813,1959,91,"драма,мелодрама","Япония,Франция"
35027,675565,/film/675565/,Жасмин,Blue Jasmine,7.117000000000001,32761.0,91,7.3,168301,2013,94,драма,США
35028,18034,/film/syurpriz-stariny-neda-1998-18034/,Сюрприз старины Неда,Waking Ned,6.917000000000001,200.0,83,7.3,23014,1998,91,комедия,"Ирландия,Франция,Великобритания,США"
35030,2319,/film/2319/,Забегаловка,Diner,6.955,1614.0,92,7.2,16333,1982,110,"мелодрама,комедия",США
35032,264499,/film/264499/,Орел против акулы,Eagle vs Shark,7.002000000000001,2035.0,55,6.8,19268,2007,88,"мелодрама,комедия",Новая Зеландия
35038,632413,/film/632413/,Чудный мальчик,Boy Wonder,6.733,902.0,50,6.9,8012,2010,93,"боевик,драма,криминал,триллер",США
35045,6416,/film/prokol-1981-6416/,Прокол,Blow Out,7.183,3957.0,87,7.4,33277,1981,108,"детектив,триллер",США
35047,102141,/film/102141/,Вторжение,Breaking and Entering,6.827999999999999,3980.0,34,6.5,20853,2006,120,"драма,мелодрама,криминал","Великобритания,США"
35048,46958,/film/smeshenie-zhanrov-2000-46958/,Смешение жанров,La confusion des genres,6.577999999999999,138.0,18,6.3,895,2000,94,"драма,мелодрама,комедия",Франция
35049,4386,/film/ogon-iz-preispodney-1997-4386/,Огонь из преисподней,Fire Down Below,6.026,2566.0,11,5.0,14987,1997,105,"боевик,драма,триллер",США
35050,4170,/film/vne-polya-zreniya-1998-4170/,Вне поля зрения,Out of Sight,6.876,6798.0,93,7.0,76845,1998,118,"драма,криминал,мелодрама,триллер",США
35052,835100,/film/kodakhrom-2017-835100/,Кодахром,Kodachrome,6.95,934.0,72,6.8,6903,2017,105,драма,"Канада,США"
35053,5114,/film/nepropechennyy-1998-5114/,Непропеченный,Half Baked,6.071000000000001,636.0,29,6.7,51587,1998,82,"криминал,комедия",США
35054,82190,/film/goryachie-novosti-2004-82190/,Горячие новости,Daai si gin,6.7379999999999995,949.0,78,6.7,4589,2004,90,"боевик,драма,криминал",Гонконг
35059,1591,/film/1591/,Анализируй то,Analyze That,6.794,16718.0,27,5.9,76037,2002,96,"криминал,комедия",США
35060,2873,/film/2873/,Однажды преступив закон,Once Upon a Crime...,7.396,2509.0,0,5.8,3269,1992,94,"детектив,криминал,комедия","Германия,США"
35061,427122,/film/dobro-pozhalovat-v-zombilend-2009-427122/,Добро пожаловать в Zомбилэнд,Zombieland,7.471,146683.0,90,7.7,442808,2009,84,"приключения,фантастика,ужасы,комедия",США
35069,271851,/film/271851/,Лунатизм,Sleepwalking,6.928,3302.0,17,6.2,5139,2007,101,драма,"Канада,США"
